Description,NZSIOC,Original Output,Shocked Output,Output Loss
Motion picture and sound recording activities,JJ112,2629.224999999999,2625.657771045059,3.5672289549403167
Broadcasting and internet publishing,JJ113,2089.575,2083.236105460376,6.338894539623635
Telecommunications services,JJ121,9092.474999999999,9066.427995314145,26.047004685852816
"Internet service providers, web search portals and data processing services",JJ122,1798.4150000000004,1794.6756207038784,3.739379296121967
Library and other information services,JJ123,474.39000000000004,474.242330052319,0.147669947681035
Banking and financing; financial asset investing,,19152.555,19096.846740409117,55.708259590884325
Life insurance,KK121,2388.2649999999994,2376.870399405897,11.394600594102752
Health and general insurance,KK122,8466.230000000001,8441.02880638533,25.201193614672917
Superannuation and individual pension services,,503.25499999999994,501.377003773552,1.8779962264479284
Auxiliary finance and insurance services,KK131,8534.0,8509.615283006933,24.384716993066103
Rental and hiring services (except real estate),LL111,6544.825,6533.109306122478,11.715693877521051
Non-financial asset leasing,LL112,1681.6999999999998,1678.8165714772924,2.883428522707478
Residential property operation,LL121,16626.24,16556.070401521065,70.16959847893665
Non-residential property operation,LL122,18007.995,17972.012551673164,35.98244832683477
Real estate services,LL123,6366.614999999997,6360.783289057825,5.831710942172203
Owner-occupied property operation,,39204.945,39008.07679826172,196.86820173827667
"Scientific, architectural, and engineering services",,16225.895000000004,16210.685860502112,15.209139497890718
Legal and accounting services,MN112,9398.695,9383.11650064227,15.578499357727827
"Advertising, market research, and management services",,13705.855000000003,13681.108185641808,24.74681435819657
Veterinary and other professional services,MN114,1511.02,1506.9913374419002,4.028662558099764
Computer system design and related services,MN115,13906.654999999999,13891.811065254395,14.843934745604
Travel agency and tour arrangement services,MN211,1645.3049999999996,1641.669428121844,3.635571878155634
Employment and other administrative services,MN212,9071.139999999998,9054.308507329437,16.831492670562014
"Building cleaning, pest control, and other support services",,5258.449999999998,5249.442093144619,9.007906855379428
Local government administration services,,3204.015000000001,3203.4192915468752,0.5957084531255213
Central government administration services,,12778.410000000002,12775.301639619567,3.108360380433432
Defence,OO212,3074.750000000001,3074.1752816055723,0.5747183944283983
"Public order, safety, and regulatory services",,9968.465,9961.706984607596,6.758015392405609
Preschool education,PP111,2290.374999999999,2287.3647399343185,3.01026006568047
School education,PP112,10777.940000000004,10772.265265841103,5.674734158902001
Tertiary education,PP113,8640.675000000001,8634.235041502652,6.439958497349375
"Adult, community, and other education",,2320.495,2317.054607118707,3.440392881293454
Hospitals,QQ111,16128.005000000001,16119.283453220256,8.721546779744784
Medical and other health care services,QQ112,14462.619999999994,14448.390777901584,14.22922209840998
Residential care services and social assistance,QQ113,8290.529999999999,8263.742284510789,26.78771548921058
Heritage and artistic activities,RS111,2154.835,2151.839573248672,2.9954267513282
Sport and recreation services,,4787.825000000002,4776.763376452962,11.061623547039016
Gambling activities,RS113,2444.7400000000002,2434.3975815513954,10.342418448605128
Repair and maintenance,RS211,6128.164999999999,6115.437418241295,12.727581758704845
Personal services; domestic household staff,,4057.4149999999995,4043.615896029834,13.79910397016549
"Religious services; civil, professional, and other interest groups",,3748.685000000001,3738.010074872824,10.674925127176584
