Description,NZSIOC,Direct Loss,Indirect Loss,Loss
Broadcasting and internet publishing,JJ113,2.169200374914112,23.999507051499563,26.168707426413675
Telecommunications services,JJ121,17.89366912292371,15.930329582304694,33.823998705228405
"Internet service providers, web search portals and data processing services",JJ122,2.898739028007981,16.542971086812145,19.441710114820125
Library and other information services,JJ123,1.5558273566990692,9.758667097536431,11.3144944542355
Banking and financing; financial asset investing,,41.36349286241966,16.462747823507016,57.82624068592668
Life insurance,KK121,1.8227953110909993,23.135805433012024,24.958600744103023
Health and general insurance,KK122,14.439462814054423,16.671394253788094,31.110857067842517
Superannuation and individual pension services,,0.07232876712328817,41.91628660994615,41.988615377069436
Auxiliary finance and insurance services,KK131,17.28793357110544,15.62794398307824,32.91587755418368
Rental and hiring services (except real estate),LL111,16.106213424049656,15.21438130461911,31.320594728668766
Non-financial asset leasing,LL112,2.171043008797824,21.14484099794845,23.315884006746273
Residential property operation,LL121,52.70039053112305,13.146185499321291,65.84657603044434
Non-residential property operation,LL122,40.62932212809392,23.31989381740641,63.94921594550033
Real estate services,LL123,11.852989133819392,19.01273383003172,30.865722963851113
Owner-occupied property operation,,0.0,11.911903075455484,11.911903075455484
"Scientific, architectural, and engineering services",,39.507284711810826,19.668397492195254,59.17568220400608
Legal and accounting services,MN112,27.413351967165,10.481319196793265,37.894671163958265
"Advertising, market research, and management services",,25.937602933739072,17.345302175538563,43.282905109277635
Veterinary and other professional services,MN114,4.749594328771082,8.117827146009631,12.867421474780713
Computer system design and related services,MN115,33.622326271277416,13.09591471963904,46.718240990916456
Travel agency and tour arrangement services,MN211,4.090912637505994,11.718344149061863,15.809256786567857
Employment and other administrative services,MN212,16.881761446742985,21.21637898340714,38.098140430150124
"Building cleaning, pest control, and other support services",,11.439326573592098,18.686728439750823,30.12605501334292
Local government administration services,,8.75669733114978,14.522396966925726,23.279094298075506
Central government administration services,,22.02448970518799,19.525457039590947,41.549946744778936
Defence,OO212,7.244389781422342,8.294982697053001,15.539372478475343
"Public order, safety, and regulatory services",,25.17272482921544,12.937030018218138,38.10975484743358
Preschool education,PP111,7.01898466681655,8.465108235767502,15.484092902584052
School education,PP112,35.038147418019435,7.342941047163549,42.381088465182984
Tertiary education,PP113,27.191751523454514,11.034066334312229,38.22581785776674
"Adult, community, and other education",,4.981159482945031,18.829479448831307,23.81063893177634
Hospitals,QQ111,48.46588852898276,9.605479518115317,58.071368047098076
Medical and other health care services,QQ112,32.185519326708345,18.005505941927368,50.19102526863571
Residential care services and social assistance,QQ113,22.822145981374888,14.125747320070332,36.94789330144522
Heritage and artistic activities,RS111,5.612857353860932,14.284952743151166,19.897810097012098
Sport and recreation services,,8.350113091240473,20.838483831112626,29.1885969223531
Gambling activities,RS113,6.011682017236353,13.326397159317594,19.338079176553947
Repair and maintenance,RS211,14.374524870007008,17.813332306284792,32.1878571762918
Personal services; domestic household staff,,11.684354167245147,12.513816455819324,24.19817062306447
"Religious services; civil, professional, and other interest groups",,6.21250436740479,23.431055093575424,29.643559460980214
