Description,NZSIOC,Direct Loss,Indirect Loss,Loss
"Motor vehicle retailing, including parts",,9.803185137845276,13.750840230942458,23.554025368787734
Fuel retailing,GH112,2.4460747359389075,17.047808129888438,19.493882865827345
Supermarket and grocery stores,GH121,17.65757637474553,13.70227139194003,31.35984776668556
Specialised food retailing,GH122,3.394527148590214,16.42887380622028,19.823400954810495
"Furniture, electrical, and hardware retailing",,17.061454255178433,14.78757910674085,31.849033361919282
"Recreational, clothing, footwear, and personal accessory retailing",,8.899518394205415,20.241159704865595,29.14067809907101
Department stores,GH133,6.3690375745463825,18.123075397693356,24.492112972239738
Pharmaceutical and other store based retailing,GH134,7.994955669420506,20.25503447269648,28.249990142116985
Non-store and commission based retailing,GH135,1.8703613339905587,23.604162987954396,25.474524321944955
Accommodation,GH211,10.365356920291106,18.518906667392457,28.884263587683563
Food and beverage services,GH212,25.26445910370785,20.43586535815848,45.70032446186633
Road transport,II111,19.818654308105124,20.26561532077403,40.084269628879156
Rail transport,II121,0.5626179900240516,26.35954098640522,26.922158976429273
Water transport,II122,0.9576068065068171,21.357024160802496,22.314630967309313
Air and space transport,II123,8.93329864010866,21.757833464535906,30.691132104644566
Other transport,II125,2.168327733264391,16.633320680666316,18.801648413930707
Postal and courier services,,5.393881046456954,18.610481760252696,24.00436280670965
Transport support services,II132,26.534254487908584,12.989850706188918,39.5241051940975
Warehousing and storage services,II133,2.998159483799668,18.808652023023,21.80681150682267
Publishing (except internet and music publishing),JJ111,4.000082784134406,12.893651310519658,16.893734094654064
Motion picture and sound recording activities,JJ112,3.119670047984755,22.620288476839278,25.739958524824033
Broadcasting and internet publishing,JJ113,2.150131913468499,24.160923317241327,26.311055230709826
Telecommunications services,JJ121,18.70334909550502,16.066945495894743,34.77029459139976
"Internet service providers, web search portals and data processing services",JJ122,2.9847333856847627,16.72650392016328,19.711237305848044
Library and other information services,JJ123,1.466513025682616,9.717295965763697,11.183808991446313
Banking and financing; financial asset investing,,41.86850425224657,16.415471661819538,58.283975914066104
Life insurance,KK121,1.8332208456340595,23.595286317367027,25.428507163001086
Health and general insurance,KK122,15.786834192330844,17.225703258358863,33.012537450689706
Superannuation and individual pension services,,0.07232876712328817,42.152656227855225,42.22498499497851
Auxiliary finance and insurance services,KK131,17.502199952093633,15.73661531467451,33.23881526676814
Rental and hiring services (except real estate),LL111,15.201163889116287,15.062172715034649,30.263336604150936
Non-financial asset leasing,LL112,2.5518361539494663,21.375776493371973,23.92761264732144
Residential property operation,LL121,50.09020708163007,12.946964583725276,63.037171665355345
Non-residential property operation,LL122,38.61700337458933,22.943521861963745,61.560525236553076
Real estate services,LL123,11.32177964557468,18.55425890357128,29.87603854914596
Owner-occupied property operation,,0.0,11.904676035301236,11.904676035301236
"Scientific, architectural, and engineering services",,41.206339375756215,19.940719113208615,61.14705848896483
Legal and accounting services,MN112,27.59349209650736,10.471100793794903,38.064592890302265
"Advertising, market research, and management services",,26.783339656390126,17.424909094613213,44.20824875100334
Veterinary and other professional services,MN114,4.296022010934394,8.025634951378379,12.321656962312773
Computer system design and related services,MN115,34.82402739929785,13.159050259535434,47.98307765883328
Travel agency and tour arrangement services,MN211,3.0280499467005484,11.365701246177423,14.393751192877971
Employment and other administrative services,MN212,17.680057825623862,21.256496297330614,38.936554122954476
"Building cleaning, pest control, and other support services",,11.671550183755244,18.505085640687867,30.17663582444311
Local government administration services,,8.324970616764858,14.008048510065692,22.33301912683055
Central government administration services,,23.857551950397465,19.5603257897219,43.417877740119366
Defence,OO212,6.2397370415883415,8.279790019047596,14.519527060635937
"Public order, safety, and regulatory services",,24.95004974108906,12.929943020267274,37.879992761356334
Preschool education,PP111,6.8966996246053895,8.409250116876137,15.305949741481527
School education,PP112,34.44919920055327,7.296755258988014,41.74595445954128
Tertiary education,PP113,29.115764247036168,10.95271694927942,40.06848119631559
"Adult, community, and other education",,4.905627329273443,18.610398897033633,23.516026226307076
Hospitals,QQ111,52.30140995345937,9.518442598568072,61.81985255202744
Medical and other health care services,QQ112,34.28631718213546,18.33268030983527,52.61899749197073
Residential care services and social assistance,QQ113,23.385529272455642,14.059199710872235,37.44472898332788
Heritage and artistic activities,RS111,4.884350438550996,14.186487960396676,19.07083839894767
Sport and recreation services,,7.748332762658947,20.531742243443432,28.28007500610238
Gambling activities,RS113,6.294207302819359,13.340747631579688,19.634954934399047
Repair and maintenance,RS211,13.585046796401457,17.793356289712847,31.378403086114304
Personal services; domestic household staff,,11.113442648286764,12.369987653701173,23.483430301987937
"Religious services; civil, professional, and other interest groups",,6.289402433541454,23.451945634227286,29.74134806776874
