Description,NZSIOC,Original Output,Shocked Output,Loss
Other transport,II125,3754.9427994719454,3745.1333434069716,9.809456064973801
Postal and courier services,,4712.496582964915,4699.779251617764,12.71733134715123
Transport support services,II132,7471.542269370886,7451.975370869125,19.56689850176099
Warehousing and storage services,II133,4396.656265151765,4384.936801217828,11.719463933936822
Publishing (except internet and music publishing),JJ111,3295.325584477265,3286.647010994461,8.678573482803586
Motion picture and sound recording activities,JJ112,5235.808881374975,5221.544013560839,14.264867814135869
Broadcasting and internet publishing,JJ113,5399.001044298118,5384.475652293555,14.5253920045634
Telecommunications services,JJ121,7302.733412754614,7283.549698169598,19.183714585015878
"Internet service providers, web search portals and data processing services",JJ122,4210.801304597497,4199.361705056181,11.439599541316056
Library and other information services,JJ123,2214.8538346114183,2208.87562115028,5.978213461138239
Banking and financing; financial asset investing,,12829.581157862749,12795.065471308286,34.51568655446317
Life insurance,KK121,5444.723043644208,5430.202556148233,14.520487495974521
Health and general insurance,KK122,6481.22166447816,6463.88378441831,17.33788005985025
Superannuation and individual pension services,,8929.581063353337,8905.610704302548,23.97035905078883
Auxiliary finance and insurance services,KK131,7070.448335106992,7051.6943747554,18.753960351592468
Rental and hiring services (except real estate),LL111,6060.54559018728,6044.441927830155,16.10366235712536
Non-financial asset leasing,LL112,4801.268180182722,4788.1845984492975,13.08358173342458
Residential property operation,LL121,12602.423571832418,12566.919424666492,35.50414716592604
Non-residential property operation,LL122,12379.974769893768,12345.25163444527,34.72313544849749
Real estate services,LL123,5971.361403381427,5955.548891619092,15.812511762335816
Owner-occupied property operation,,26236.89849603482,26230.25523163177,6.643264403050125
"Scientific, architectural, and engineering services",,11472.922034055773,11442.3643065581,30.557727497673113
Legal and accounting services,MN112,7521.192159061272,7501.058599673452,20.13355938782024
"Advertising, market research, and management services",,9157.285061763778,9131.856055358301,25.429006405476684
Veterinary and other professional services,MN114,2488.8549383048066,2482.2017987999434,6.653139504863248
Computer system design and related services,MN115,10089.41237863674,10062.974578291176,26.43780034556403
Travel agency and tour arrangement services,MN211,2952.891617698783,2945.3727362723457,7.518881426437474
Employment and other administrative services,MN212,7598.682325089658,7577.873191983148,20.809133106509762
"Building cleaning, pest control, and other support services",,5826.035938315717,5810.062543026893,15.973395288824577
Local government administration services,,4426.281653924045,4414.361196101718,11.92045782232708
Central government administration services,,9082.643050952303,9057.33949882854,25.30355212376344
Defence,OO212,3241.4309087336133,3231.9532172246886,9.477691508924636
"Public order, safety, and regulatory services",,7741.2755998999655,7720.664077151115,20.611522748850803
Preschool education,PP111,3016.133659657665,3007.697892457828,8.435767199836846
School education,PP112,8146.9040404141415,8124.046448207195,22.85759220694672
Tertiary education,PP113,7091.189611902046,7072.985834012661,18.203777889384583
"Adult, community, and other education",,4752.467619551142,4739.525172244888,12.942447306253598
Hospitals,QQ111,10864.045729259346,10833.146745275684,30.89898398366131
Medical and other health care services,QQ112,9919.601887961493,9890.955335684423,28.64655227707044
Residential care services and social assistance,QQ113,6960.964089980651,6941.944208011497,19.019881969154085
Heritage and artistic activities,RS111,3839.1921557544388,3829.0847386155883,10.107417138850451
Sport and recreation services,,5636.941133232668,5621.832597402275,15.10853583039352
Gambling activities,RS113,3938.010875088333,3927.2744593925654,10.736415695767391
Repair and maintenance,RS211,6187.660047352376,6170.910420150931,16.749627201445037
Personal services; domestic household staff,,4669.012328127027,4656.515341246522,12.496986880504664
"Religious services; civil, professional, and other interest groups",,5912.533621590067,5896.50217571145,16.031445878616978
