Description,NZSIOC,Original Output,Shocked Output,Output Loss
Fuel retailing,GH112,975.1350000000001,971.3138423800349,3.8211576199651844
Supermarket and grocery stores,GH121,6052.865000000001,6028.206394337578,24.658605662422936
Specialised food retailing,GH122,1326.5349999999999,1321.1570119608964,5.377988039103546
"Furniture, electrical, and hardware retailing",,6075.455,6051.0374500499165,24.41754995008339
"Recreational, clothing, footwear, and personal accessory retailing",,3921.8750000000005,3905.7685953923055,16.10640460769449
Department stores,GH133,2592.829999999999,2581.9159161491966,10.914083850802404
Pharmaceutical and other store based retailing,GH134,3664.600000000001,3651.803888529203,12.796111470797822
Non-store and commission based retailing,GH135,1084.3199999999997,1080.435065022388,3.884934977611493
Accommodation,GH211,5318.69,5307.885995217637,10.804004782362126
Food and beverage services,GH212,13513.839999999998,13465.034698002635,48.805301997363365
Road transport,II111,11838.414999999999,11818.241194527563,20.173805472435742
Rail transport,II121,838.3399999999999,836.9148354001445,1.425164599855471
Water transport,II122,870.9699999999999,868.8023253523793,2.1676746476206636
Air and space transport,II123,8062.120000000001,8045.422250197051,16.697749802949833
Other transport,II125,1109.4200000000003,1107.0406974983223,2.3793025016778886
Postal and courier services,,3030.825,3025.241695476376,5.583304523623574
Transport support services,II132,8720.994999999999,8709.015743304253,11.979256695745516
Warehousing and storage services,II133,1644.05,1641.2338035180367,2.8161964819632312
Publishing (except internet and music publishing),JJ111,1591.34,1587.8051894313885,3.5348105686113387
Motion picture and sound recording activities,JJ112,2629.224999999999,2625.59689627848,3.6281037215193415
Broadcasting and internet publishing,JJ113,2089.575,2083.1279322171276,6.447067782872217
Telecommunications services,JJ121,9092.474999999999,9065.983503146594,26.491496853403916
"Internet service providers, web search portals and data processing services",JJ122,1798.4150000000004,1794.6118081915117,3.8031918084887417
Library and other information services,JJ123,474.39000000000004,474.239810064477,0.1501899355230256
Banking and financing; financial asset investing,,19152.555,19095.89607888951,56.65892111048992
Life insurance,KK121,2388.2649999999994,2376.675950532504,11.58904946749554
Health and general insurance,KK122,8466.230000000001,8440.598747984768,25.631252015233507
Superannuation and individual pension services,,503.25499999999994,501.3449557655984,1.9100442344015847
Auxiliary finance and insurance services,KK131,8534.0,8509.19915778094,24.800842219058
Rental and hiring services (except real estate),LL111,6544.825,6532.9093777918015,11.915622208197837
Non-financial asset leasing,LL112,1681.6999999999998,1678.7673657659452,2.9326342340546567
Residential property operation,LL121,16626.24,16554.87295723524,71.367042764761
Non-residential property operation,LL122,18007.995,17971.398511147458,36.596488852542386
Real estate services,LL123,6366.614999999997,6360.683770903302,5.931229096695315
Owner-occupied property operation,,39204.945,39004.71724215278,200.22775784721955
"Scientific, architectural, and engineering services",,16225.895000000004,16210.426316517554,15.468683482448613
Legal and accounting services,MN112,9398.695,9382.850653531243,15.844346468756202
"Advertising, market research, and management services",,13705.855000000003,13680.685881223824,25.16911877617902
Veterinary and other professional services,MN114,1511.02,1506.9225883103059,4.097411689694103
Computer system design and related services,MN115,13906.654999999999,13891.55775348939,15.097246510609327
Travel agency and tour arrangement services,MN211,1645.3049999999996,1641.607387083195,3.6976129168045766
Employment and other administrative services,MN212,9071.139999999998,9054.021277885957,17.11872211404068
"Building cleaning, pest control, and other support services",,5258.449999999998,5249.288373202864,9.161626797133989
Local government administration services,,3204.015000000001,3203.409125781378,0.6058742186228596
Central government administration services,,12778.410000000002,12775.248595445788,3.1614045542123854
Defence,OO212,3074.750000000001,3074.165474035453,0.5845259645478768
"Public order, safety, and regulatory services",,9968.465,9961.59165906647,6.873340933531199
Preschool education,PP111,2290.374999999999,2287.3133698425318,3.0616301574673828
School education,PP112,10777.940000000004,10772.168426495584,5.771573504419057
Tertiary education,PP113,8640.675000000001,8634.125143602838,6.54985639716403
"Adult, community, and other education",,2320.495,2316.9958968098836,3.4991031901163736
Hospitals,QQ111,16128.005000000001,16119.13462001355,8.870379986451306
Medical and other health care services,QQ112,14462.619999999994,14448.147956208675,14.472043791318255
Residential care services and social assistance,QQ113,8290.529999999999,8263.285152112456,27.24484788754318
Heritage and artistic activities,RS111,2154.835,2151.7884562874137,3.0465437125865864
Sport and recreation services,,4787.825000000002,4776.574609833295,11.250390166706984
Gambling activities,RS113,2444.7400000000002,2434.2210881676315,10.518911832368982
Repair and maintenance,RS211,6128.164999999999,6115.220222042661,12.944777957338887
Personal services; domestic household staff,,4057.4149999999995,4043.380414303321,14.034585696678695
"Religious services; civil, professional, and other interest groups",,3748.685000000001,3737.827907262174,10.857092737826648
