Description,NZSIOC,Original Output,Shocked Output,Loss
Basic material wholesaling,FF111,7216.186929664125,7200.720640987636,15.466288676489057
Machinery and equipment wholesaling,FF112,7505.328874097304,7488.93753616986,16.3913379274436
"Motor vehicle wholesaling, including parts",,4191.536695977095,4182.133345282657,9.403350694438814
"Grocery, liquor, and tobacco product wholesaling",,7688.365552134024,7672.29893006722,16.066622066804484
Other goods and commission based wholesaling,,7307.3703141783735,7291.513073904363,15.85724027401011
"Motor vehicle retailing, including parts",,4578.207995881194,4568.167422411667,10.040573469526862
Fuel retailing,GH112,3927.3612879152206,3918.895840406256,8.465447508964644
Supermarket and grocery stores,GH121,5999.37751014531,5986.775344051464,12.60216609384588
Specialised food retailing,GH122,3975.1323981283604,3966.3967590073157,8.735639121044642
"Furniture, electrical, and hardware retailing",,6154.958785869658,6141.803370072939,13.155415796718444
"Recreational, clothing, footwear, and personal accessory retailing",,5733.909376742771,5721.458199260768,12.451177482003004
Department stores,GH133,4880.405366772416,4869.6753220964965,10.730044675919089
Pharmaceutical and other store based retailing,GH134,5624.490463507871,5612.116571972667,12.373891535204166
Non-store and commission based retailing,GH135,5198.519134694494,5187.129401689715,11.389733004778464
Accommodation,GH211,5918.1193569413435,5906.126592351093,11.992764590250772
Food and beverage services,GH212,9064.459755746795,9044.927553475645,19.5322022711498
Road transport,II111,7758.779228168099,7742.340973485299,16.438254682799197
Rail transport,II121,5268.496368348418,5256.952096256113,11.544272092305619
Water transport,II122,4396.242067661012,4386.941400894199,9.300666766812355
Air and space transport,II123,6196.046711047718,6183.125493695323,12.921217352395615
Other transport,II125,3754.9427994719454,3746.9855737665703,7.9572257053750945
Postal and courier services,,4712.496582964915,4702.2128137223335,10.283769242581911
Transport support services,II132,7471.542269370886,7455.928703989042,15.613565381843728
Warehousing and storage services,II133,4396.656265151765,4387.1927293990475,9.46353575271769
Publishing (except internet and music publishing),JJ111,3295.325584477265,3288.356098075308,6.969486401956601
Motion picture and sound recording activities,JJ112,5235.808881374975,5224.366951213286,11.441930161689015
Broadcasting and internet publishing,JJ113,5399.001044298118,5387.252368457924,11.748675840194664
Telecommunications services,JJ121,7302.733412754614,7287.111870076636,15.621542677978141
"Internet service providers, web search portals and data processing services",JJ122,4210.801304597497,4201.492657434323,9.3086471631741
Library and other information services,JJ123,2214.8538346114183,2209.995427593555,4.858407017863101
Banking and financing; financial asset investing,,12829.581157862749,12801.92308650659,27.65807135615978
Life insurance,KK121,5444.723043644208,5432.880278475367,11.842765168840742
Health and general insurance,KK122,6481.22166447816,6466.671729466441,14.549935011718844
Superannuation and individual pension services,,8929.581063353337,8910.258945586036,19.32211776730037
Auxiliary finance and insurance services,KK131,7070.448335106992,7055.209128203087,15.239206903905142
Rental and hiring services (except real estate),LL111,6060.54559018728,6047.852935862264,12.69265432501652
Non-financial asset leasing,LL112,4801.268180182722,4790.70487417366,10.563306009062217
Residential property operation,LL121,12602.423571832418,12573.76711498521,28.656456847207664
Non-residential property operation,LL122,12379.974769893768,12351.875012274495,28.099757619273078
Real estate services,LL123,5971.361403381427,5958.687543034876,12.67386034655101
Owner-occupied property operation,,26236.89849603482,26231.589145602535,5.30935043228601
"Scientific, architectural, and engineering services",,11472.922034055773,11448.1582314689,24.76380258687277
Legal and accounting services,MN112,7521.192159061272,7504.908572835594,16.283586225677936
"Advertising, market research, and management services",,9157.285061763778,9136.310244406379,20.974817357398933
Veterinary and other professional services,MN114,2488.8549383048066,2483.5085788377,5.346359467106595
Computer system design and related services,MN115,10089.41237863674,10067.796392939736,21.615985697004362
Travel agency and tour arrangement services,MN211,2952.891617698783,2946.7960438623727,6.0955738364104946
Employment and other administrative services,MN212,7598.682325089658,7581.755417974818,16.926907114840105
"Building cleaning, pest control, and other support services",,5826.035938315717,5813.308568269385,12.727370046331998
Local government administration services,,4426.281653924045,4416.699072280093,9.582581643951926
Central government administration services,,9082.643050952303,9061.886420615938,20.75663033636556
Defence,OO212,3241.4309087336133,3233.61836895708,7.812539776533413
"Public order, safety, and regulatory services",,7741.2755998999655,7723.985918300999,17.289681598966126
Preschool education,PP111,3016.133659657665,3009.465228891256,6.668430766408619
School education,PP112,8146.9040404141415,8128.745771194615,18.15826921952612
Tertiary education,PP113,7091.189611902046,7075.775450221162,15.414161680883808
"Adult, community, and other education",,4752.467619551142,4741.951682674739,10.51593687640343
Hospitals,QQ111,10864.045729259346,10838.770332396127,25.275396863218702
Medical and other health care services,QQ112,9919.601887961493,9895.929077084085,23.672810877407755
Residential care services and social assistance,QQ113,6960.964089980651,6945.499526882011,15.464563098639701
Heritage and artistic activities,RS111,3839.1921557544388,3830.9599873069137,8.232168447525055
Sport and recreation services,,5636.941133232668,5624.820314833321,12.120818399346717
Gambling activities,RS113,3938.010875088333,3929.1617457464627,8.849129341870139
Repair and maintenance,RS211,6187.660047352376,6174.171305145939,13.488742206436655
Personal services; domestic household staff,,4669.012328127027,4658.954033115189,10.0582950118378
"Religious services; civil, professional, and other interest groups",,5912.533621590067,5899.617195983869,12.916425606197663
