Description,NZSIOC,Original Output,Shocked Output,Loss
Construction services,EE131,16088.464442958006,16005.045304658825,83.41913829918121
Basic material wholesaling,FF111,6507.27177430647,6473.92061876491,33.35115554156073
Machinery and equipment wholesaling,FF112,7085.705363409829,7050.059364350267,35.6459990595622
"Motor vehicle wholesaling, including parts",,3744.5574421967676,3725.769356384692,18.78808581207568
"Grocery, liquor, and tobacco product wholesaling",,7086.131683666181,7049.920970000965,36.210713665215735
Other goods and commission based wholesaling,,6853.1419169569535,6819.119055591827,34.02286136512612
"Motor vehicle retailing, including parts",,4188.095273409625,4166.5189614531,21.576311956525387
Fuel retailing,GH112,3389.6439229361413,3372.844941327806,16.798981608335453
Supermarket and grocery stores,GH121,5770.264776196107,5740.023146202902,30.241629993204697
Specialised food retailing,GH122,3616.1746112265782,3598.1076867109045,18.06692451567369
"Furniture, electrical, and hardware retailing",,5921.195584075819,5890.428509480306,30.767074595512895
"Recreational, clothing, footwear, and personal accessory retailing",,5375.19492643023,5347.855075287643,27.339851142587577
Department stores,GH133,4584.829673599537,4561.773483016896,23.056190582641648
Pharmaceutical and other store based retailing,GH134,5162.926641754008,5136.947316834558,25.979324919450846
Non-store and commission based retailing,GH135,4766.355429803441,4743.00738788961,23.348041913831366
Accommodation,GH211,5338.829570481774,5312.788515813161,26.04105466861256
Food and beverage services,GH212,8371.56347343329,8329.225431085373,42.33804234791751
Road transport,II111,6954.680917827564,6918.742326515288,35.938591312276
Rail transport,II121,3627.7492477270503,3609.1577239565177,18.591523770532604
Water transport,II122,3782.8427568511843,3763.684823744919,19.157933106265318
Air and space transport,II123,5047.72626252223,5022.8593984139225,24.86686410830771
Other transport,II125,3184.597438957038,3168.59479989598,16.002639061057835
Postal and courier services,,4244.4553519812225,4222.802750087125,21.652601894097643
Transport support services,II132,7284.825310041723,7246.3599099075345,38.46540013418871
Warehousing and storage services,II133,3883.0447932900956,3863.80236455655,19.242428733545694
Publishing (except internet and music publishing),JJ111,2928.421265152091,2913.610627284621,14.810637867470177
Motion picture and sound recording activities,JJ112,4523.354786378703,4501.113069768669,22.24171661003311
Broadcasting and internet publishing,JJ113,4409.499910407114,4387.980340904237,21.519569502876948
Telecommunications services,JJ121,6806.759807218808,6774.418320859797,32.34148635901147
"Internet service providers, web search portals and data processing services",JJ122,3898.097178632409,3879.7718001530484,18.325378479360552
Library and other information services,JJ123,2003.131393170047,1992.9987960289304,10.132597141116548
Banking and financing; financial asset investing,,12481.92204187554,12425.396493817252,56.52554805828731
Life insurance,KK121,4439.597504625895,4418.731073690691,20.866430935204335
Health and general insurance,KK122,5855.188222857032,5825.078261162686,30.109961694345657
Superannuation and individual pension services,,7409.655817770211,7374.485595851227,35.17022191898377
Auxiliary finance and insurance services,KK131,6666.605476397544,6634.663788442649,31.941687954895315
Rental and hiring services (except real estate),LL111,5616.368057875634,5588.133018194058,28.235039681575472
Non-financial asset leasing,LL112,3917.551159703842,3897.99912820124,19.55203150260195
Residential property operation,LL121,12357.156196740822,12295.3970822743,61.75911446652208
Non-residential property operation,LL122,12028.844737000622,11969.03741071663,59.80732628399164
Real estate services,LL123,5696.870568910277,5668.358464502223,28.512104408054256
Owner-occupied property operation,,26036.30545057952,26025.410066707085,10.89538387243374
"Scientific, architectural, and engineering services",,11129.412667604305,11069.778389700252,59.634277904053306
Legal and accounting services,MN112,7361.8766095990395,7324.596029719049,37.28057987999091
"Advertising, market research, and management services",,8755.501653331161,8713.41802130438,42.08363202678083
Veterinary and other professional services,MN114,2275.9524189173344,2264.6720231935833,11.280395723751099
Computer system design and related services,MN115,9836.156637165097,9789.414154545113,46.742482619984
Travel agency and tour arrangement services,MN211,2679.787924710225,2666.763574376685,13.024350333540042
Employment and other administrative services,MN212,7133.77264620027,7096.916523357352,36.85612284291801
"Building cleaning, pest control, and other support services",,5329.3301607932935,5301.869881419962,27.460279373331105
Local government administration services,,4174.99186292357,4153.907367234864,21.08449568870583
Central government administration services,,8696.683899541467,8655.164783562903,41.519115978564514
Defence,OO212,2844.9501112380995,2832.409416439617,12.540694798482491
"Public order, safety, and regulatory services",,7465.0780135133045,7428.586183042481,36.491830470823515
Preschool education,PP111,2845.4674252700115,2831.010418385796,14.457006884215389
School education,PP112,7988.064543670838,7947.110139350652,40.95440432018586
Tertiary education,PP113,6841.151061959419,6802.3353086686075,38.8157532908117
"Adult, community, and other education",,4342.199041926285,4320.807028544061,21.392013382223922
Hospitals,QQ111,10582.815158602843,10522.383093260598,60.43206534224555
Medical and other health care services,QQ112,9481.762348523787,9430.94206873853,50.8202797852573
Residential care services and social assistance,QQ113,6685.5324785029725,6649.664542056809,35.867936446163185
Heritage and artistic activities,RS111,3514.176814061115,3496.5285253988122,17.648288662302548
Sport and recreation services,,4890.444121923231,4865.986626323094,24.45749560013701
Gambling activities,RS113,3653.6482586860675,3635.425633845419,18.222624840648677
Repair and maintenance,RS211,5554.7789790926145,5526.5292706466425,28.24970844597192
Personal services; domestic household staff,,4404.537219841176,4382.351814261873,22.185405579302824
"Religious services; civil, professional, and other interest groups",,5393.384360483926,5366.1143734409125,27.269987043013316
