Description,NZSIOC,Direct Loss,Indirect Loss,Loss
School education,PP112,34.18312581695682,7.22919789241314,41.41232370936996
Tertiary education,PP113,29.05535374885858,10.84374737390408,39.89910112276266
"Adult, community, and other education",,4.887360436063091,18.456991243565653,23.344351679628744
Hospitals,QQ111,52.232893009517284,9.430690826911814,61.6635838364291
Medical and other health care services,QQ112,34.07288343775235,18.202581837368598,52.27546527512095
Residential care services and social assistance,QQ113,23.236787729247226,13.95275752357611,37.189545252823336
Heritage and artistic activities,RS111,4.8483989981364175,14.077946360910573,18.92634535904699
Sport and recreation services,,7.501874218782405,20.323103839109308,27.824978057891713
Gambling activities,RS113,6.294207302819359,13.230969372211348,19.525176675030707
Repair and maintenance,RS211,13.463665050599957,17.64027676677324,31.103941817373197
Personal services; domestic household staff,,11.011900980338396,12.27516517578806,23.287066156126457
"Religious services; civil, professional, and other interest groups",,6.247856420259268,23.249665329404706,29.497521749663974
